time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
230100,2025-07-25 04:05:28,-6.88077492544035,107.454981889767,0,Available with any HD 360 subscription,Available with any HD 360 subscription,2120.6263221251,0.656168,0,0,0,32,5,0,2120.6263221251,0,0,0,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,6,P-GPS,"Dalam penerbangan... Pesawat dalam Zona Ketinggian (500 m). Terbangkan pesawat dengan hati-hati (Code: 190001). Pesawat tidak sedang terbang. Sistem penglihatan dan penghindaran penghalang dinonaktifkan (Code: 180059)"
230200,2025-07-25 04:05:28,-6.88077492739768,107.454981889706,0,,,2120.6263221251,0.656168,0,0.0007144685268,0.0007144685268,32,5,0,2120.6263221251,0,0,0.0007144685268,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230300,2025-07-25 04:05:28,-6.88077492819204,107.454981891225,0,,,2120.6263221251,0.328084,0,0.0011343996426,0.00133618442596,32,5,0,2120.6263221251,0,0,0.0011343996426,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230400,2025-07-25 04:05:28,-6.8807750274454,107.454981890023,0,,,2120.6263221251,0.328084,0,0.037216536624,0.037551182304,32,5,0,2120.6263221251,0,0,0.037216536624,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230500,2025-07-25 04:05:28,-6.88077502763941,107.454981891853,0,,,2120.6263221251,0.328084,0,0.0372949487,0.038217520908,32,5,0,2120.6263221251,0,0,0.0372949487,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230600,2025-07-25 04:05:29,-6.88077502727514,107.454981891969,0,,,2120.6263221251,0.328084,0,0.037163058932,0.038356956608,32,5,0,2120.6263221251,0,0,0.0372949487,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 58. Setting new Maximum Flight Altitude to 120m (394 ft)"
230700,2025-07-25 04:05:29,-6.88077502724065,107.454981895979,0,,,2120.6263221251,0.328084,0,5.5371064764,0.03980971256,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230800,2025-07-25 04:05:29,-6.88077502660691,107.454981788756,0,,,2120.6263221251,0.328084,0,5.5007875776,0.078648624564,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.3,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
230900,2025-07-25 04:05:29,-6.88077502588693,107.454981787419,0,,,2120.6263221251,0.328084,0,5.5004266852,0.0791994776,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
231000,2025-07-25 04:05:29,-6.88077502733228,107.45498178532,0,,,2120.6263221251,0.328084,0,5.49950805,0.08012467448,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
231100,2025-07-25 04:05:29,-6.88077503131054,107.454981784052,0,,,2120.6263221251,0.328084,0,5.4985894148,0.08164698424,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
231200,2025-07-25 04:05:29,-6.88077492688258,107.454981787389,0,,,2120.6263221251,0.328084,0,5.5130907276,0.119766736116,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
231300,2025-07-25 04:05:29,-6.88077492504166,107.454981786738,0,,,2120.6263221251,0.328084,0,5.513123536,0.120478678396,32,5,0,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.021,4.017,0,0,0,0,0,115.16,2120.6263221251,0,41,Motors_Started,
231400,2025-07-25 04:05:29,-6.88077502571018,107.454981686845,0,,,2120.6263221251,0.328084,0,5.4663059492,0.172036750912,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,41,Motors_Started,
231500,2025-07-25 04:05:29,-6.88077502463451,107.45498168477,0,,,2120.6263221251,0.328084,0,5.4657482064,0.172884848052,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,41,Motors_Started,
231600,2025-07-25 04:05:30,-6.88077502751228,107.454981687052,0,,,2120.6263221251,0.328084,0,5.4661419072,0.174221134184,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,41,Motors_Started,
231700,2025-07-25 04:05:30,-6.88077502828832,107.454981685975,0,,,2120.6263221251,0.328084,0,5.4656825896,0.174702761496,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,41,Motors_Started,
231800,2025-07-25 04:05:30,-6.88077502689146,107.454981688197,0,,,2120.6263221251,0.328084,0,5.4666340332,0.175655517432,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5.1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
231900,2025-07-25 04:05:30,-6.88077502271919,107.454981594665,0,,,2120.6263221251,0.328084,0,5.4354332448,0.209568904344,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 5, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
232000,2025-07-25 04:05:30,-6.88077502007745,107.454981599898,0,,,2120.6263221251,0.328084,0,5.4375657908,0.211695216748,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.8, 4.7, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
232100,2025-07-25 04:05:30,-6.88077502197658,107.454981602378,0,,,2120.6263221251,0.328084,0,5.438156342,0.212830059304,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 4.2, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
232200,2025-07-25 04:05:30,-6.88077512809674,107.454981595802,0,,,2120.6263221251,0.328084,0,5.4223755016,0.251621071044,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,0,246.7, 0.8, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
232300,2025-07-25 04:05:30,-6.8807751461977,107.454981581596,0,,,2120.6263221251,0,0,5.4152560788,0.259993118556,32,5,8.033,2120.6263221251,0,0,5.5371064764,0,0,-0.223694,246.6, -3, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,4.01,4.008,0,0,0,0,0.939,115.16,2120.6263221251,0,11,AutoTakeoff,
232400,2025-07-25 04:05:30,-6.88077517621724,107.454981607438,0,,,2120.6263221251,0,0,5.420275764,0.274400927416,32,5,8.015,2120.6263221251,0,0,5.5371064764,0,0,-0.447388,247.3, 0, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.6263221251,0,11,AutoTakeoff,
232500,2025-07-25 04:05:30,-6.88077526405974,107.45498159034,0,,,2120.6263221251,0.328084,0,5.4035106716,0.307042988828,32,5,8.015,2120.6263221251,0,0,5.5371064764,0,0,-0.447388,248.1, 2.9, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.6263221251,0,11,AutoTakeoff,
232600,2025-07-25 04:05:31,-6.88077531908904,107.454981630192,0,,,2120.6263221251,0.328084,0,5.4103348188,0.33177166416,32,5,8.015,2120.6263221251,0,0,5.5371064764,0,0,-0.671082,247.6, 2.2, 3,0,0,1024,1024,1024,1024,0,0,0,0,231.4,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.6263221251,0,11,AutoTakeoff,
232700,2025-07-25 04:05:31,-6.88077540894063,107.45498177312,0.328084,,,2120.9544061251,0.328084,0.223694,5.4483597544,0.39304791284,32,5,8.015,2120.9544061251,0.328084,0.223694,5.5371064764,0,0.223694,-0.671082,246.7, -0.7, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.9544061251,0.328084,11,AutoTakeoff,
232800,2025-07-25 04:05:31,-6.8807753150247,107.454981872428,0.328084,,,2120.9544061251,0.656168,0.223694,5.493602538,0.44272967296,32,5,8.015,2120.9544061251,0.328084,0.223694,5.5371064764,0,0.223694,-0.671082,246.6, -4.8, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.9544061251,0.328084,11,AutoTakeoff,
232900,2025-07-25 04:05:31,-6.88077529954615,107.454982015717,0.328084,,,2120.9544061251,0.656168,0.223694,5.544455558,0.49493767988,32,5,8.015,2120.9544061251,0.328084,0.223694,5.544455558,0,0.223694,-0.671082,246.8, -6.7, 4.5,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2120.9544061251,0.328084,11,AutoTakeoff,
233000,2025-07-25 04:05:31,-6.88077527276127,107.454982120918,0.656168,,,2121.2824901251,0.656168,0,5.583661596,0.53427495148,32,5,8.015,2121.2824901251,0.656168,0.223694,5.583661596,0,0,-0.894776,246.4, -7.4, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2121.2824901251,0.656168,11,AutoTakeoff,
233100,2025-07-25 04:05:31,-6.88077515585976,107.45498221569,0.656168,,,2121.2824901251,0.984252,0,5.6301510988,0.5890256094,32,5,8.015,2121.2824901251,0.656168,0.223694,5.6301510988,0,0,-0.894776,246.2, -7, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2121.2824901251,0.656168,11,AutoTakeoff,
233200,2025-07-25 04:05:31,-6.8807750789099,107.454982173126,0.984252,,,2121.6105741251,0.984252,0,5.62500018,0.62105645032,32,5,8.015,2121.6105741251,0.984252,0.223694,5.6301510988,0,0,-1.11847,246.3, -6.9, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2121.6105741251,0.984252,11,AutoTakeoff,
233300,2025-07-25 04:05:31,-6.88077504369002,107.454982149719,0.984252,,,2121.6105741251,1.312336,0,5.621391256,0.6364501516,32,5,8.015,2121.6105741251,0.984252,0.223694,5.6301510988,0,0,-1.11847,246.4, -7.1, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.987,3.984,0,0,0,0,1.87,115.16,2121.6105741251,0.984252,11,AutoTakeoff,
233400,2025-07-25 04:05:31,-6.8807750096256,107.454982117142,1.312336,,,2121.9386581251,1.312336,0,5.6145343004,0.65358925976,32,5,7.935,2121.9386581251,1.312336,0.223694,5.6301510988,0,0,-1.11847,246.8, -6.2, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2121.9386581251,1.312336,11,AutoTakeoff,
233500,2025-07-25 04:05:31,-6.8807750172502,107.454982056367,1.312336,,,2121.9386581251,1.64042,0,5.5929135648,0.67577758068,32,5,7.935,2121.9386581251,1.312336,0.223694,5.6301510988,0,0,-1.11847,247, -5.1, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2121.9386581251,1.312336,11,AutoTakeoff,
233600,2025-07-25 04:05:32,-6.88077501082002,107.454982004704,1.64042,,,2122.2667421251,1.968504,0,5.5761484724,0.69463912984,32,5,7.935,2122.2667421251,1.64042,0.223694,5.6301510988,0,0,-1.11847,246.8, -5.4, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.2667421251,1.64042,11,AutoTakeoff,
233700,2025-07-25 04:05:32,-6.88077490997053,107.454982074267,1.968504,,,2122.5948261251,1.968504,0,5.612532988,0.73923558796,32,5,7.935,2122.5948261251,1.968504,0.223694,5.6301510988,0,0,-1.11847,246.4, -6.5, 3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.5948261251,1.968504,11,AutoTakeoff,
233800,2025-07-25 04:05:32,-6.88077492490599,107.454982039199,1.968504,,,2122.5948261251,2.296588,0,5.59875346,0.75305448604,32,5,7.935,2122.5948261251,1.968504,0.223694,5.6301510988,0,0,-0.894776,246.4, -6, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.5948261251,1.968504,11,AutoTakeoff,
233900,2025-07-25 04:05:32,-6.8807749613709,107.454981883571,1.968504,,,2122.5948261251,2.296588,0,5.5412731432,0.81097771624,32,5,7.935,2122.5948261251,1.968504,0.223694,5.6301510988,0,0,-0.894776,246.9, -4.8, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.5948261251,1.968504,11,AutoTakeoff,
234000,2025-07-25 04:05:32,-6.88077497568769,107.45498182747,2.296588,,,2122.9229101251,2.624672,0,5.5204070008,0.83195868804,32,5,7.935,2122.9229101251,2.296588,0.223694,5.6301510988,0,0,-1.11847,246.6, -4, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.9229101251,2.296588,11,AutoTakeoff,
234100,2025-07-25 04:05:32,-6.88077504678516,107.454981745342,2.296588,,,2122.9229101251,2.624672,0,5.4834647424,0.87142719324,32,5,7.935,2122.9229101251,2.296588,0.223694,5.6301510988,0,0,-1.11847,246.3, -3.6, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2122.9229101251,2.296588,11,AutoTakeoff,
234200,2025-07-25 04:05:32,-6.88077513846903,107.454981686895,2.624672,,,2123.2509941251,2.952756,0,5.4520342952,0.91101380868,32,5,7.935,2123.2509941251,2.624672,0.223694,5.6301510988,0,0,-1.11847,246.6, -1.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2123.2509941251,2.624672,11,AutoTakeoff,
234300,2025-07-25 04:05:32,-6.88077515492745,107.454981638503,2.952756,,,2123.5790781251,2.952756,0,5.4334975492,0.929543993,32,5,7.935,2123.5790781251,2.952756,0.223694,5.6301510988,0,0,-1.11847,247, 0.1, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.959,3.955,0,0,0,0,6.105,115.16,2123.5790781251,2.952756,11,AutoTakeoff,
234400,2025-07-25 04:05:32,-6.88077511677267,107.454981629884,2.952756,,,2123.5790781251,3.28084,0,5.4354004364,0.94380908532,32,5,7.921,2123.5790781251,2.952756,0.223694,5.6301510988,0,0,-1.11847,246.8, -1.2, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2123.5790781251,2.952756,11,AutoTakeoff,
234500,2025-07-25 04:05:33,-6.88077507062476,107.454981657945,3.28084,,,2123.9071621251,3.28084,0,5.450787576,0.96347772112,32,5,7.921,2123.9071621251,3.28084,0.223694,5.6301510988,0,0,-1.11847,246.9, -3.4, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2123.9071621251,3.28084,11,AutoTakeoff,
234600,2025-07-25 04:05:33,-6.88077498526894,107.454981774649,3.28084,,,2123.9071621251,3.608924,0,5.5012797036,1.01598428448,32,5,7.921,2123.9071621251,3.28084,0.223694,5.6301510988,0,0,-1.11847,246.8, -4, 2,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2123.9071621251,3.28084,11,AutoTakeoff,
234700,2025-07-25 04:05:33,-6.88077495756148,107.454981802892,3.608924,,,2124.2352461251,3.608924,0,5.5144030636,1.0303642062,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,-0.894776,246.7, -3.9, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,11,AutoTakeoff,
234800,2025-07-25 04:05:33,-6.88077492478926,107.454981873666,3.608924,,,2124.2352461251,3.937008,0,5.5426182876,1.05865160868,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,-0.447388,246.8, -3.4, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
234900,2025-07-25 04:05:33,-6.88077494388397,107.454981910878,3.608924,,,2124.2352461251,3.937008,0,5.5527888916,1.07382549368,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,-0.223694,246.9, -3, 3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
235000,2025-07-25 04:05:33,-6.8807749642063,107.454981937417,3.608924,,,2124.2352461251,3.937008,0,5.5591865296,1.08596460168,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.8, -2.8, 3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
235100,2025-07-25 04:05:33,-6.88077486911547,107.45498198495,3.608924,,,2124.2352461251,3.937008,0,5.5875001788,1.12469819872,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.6, -2.6, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
235200,2025-07-25 04:05:33,-6.88077494362417,107.454981952749,3.608924,,,2124.2352461251,3.937008,0,5.5670277372,1.15427825216,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.6, -2.9, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
235300,2025-07-25 04:05:33,-6.88077495401543,107.454981957294,3.608924,,,2124.2352461251,3.937008,0,5.5672245876,1.15841211056,32,5,7.921,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.6, -2.9, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.961,3.957,0,0,0,0,6.396,115.16,2124.2352461251,3.608924,6,P-GPS,
235400,2025-07-25 04:05:33,-6.88077492431931,107.454981934777,3.608924,,,2124.2352461251,3.937008,0,5.5633860048,1.17197182228,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.6, -2.5, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
235500,2025-07-25 04:05:34,-6.88077490132722,107.454981914825,3.608924,,,2124.2352461251,3.937008,0,5.5595802304,1.18304465728,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.5, -2.3, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
235600,2025-07-25 04:05:34,-6.88077480384908,107.454981917519,3.608924,,,2124.2352461251,3.937008,0,5.573162908,1.21862208624,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.5, -2.1, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
235700,2025-07-25 04:05:34,-6.88077480825413,107.454981910885,3.608924,,,2124.2352461251,3.937008,0,5.5703413856,1.22151250628,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.4, -2.3, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
235800,2025-07-25 04:05:34,-6.8807748307321,107.454981915248,3.608924,,,2124.2352461251,3.937008,0,5.5688650076,1.22986552492,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.4, -2.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
235900,2025-07-25 04:05:34,-6.88077486853994,107.454981855459,3.608924,,,2124.2352461251,3.937008,0,5.5437337732,1.25554137876,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.7, -2.4, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
236000,2025-07-25 04:05:34,-6.88077488600928,107.454981875126,3.608924,,,2124.2352461251,3.937008,0,5.5480972904,1.26510174652,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.7, -2.5, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
236100,2025-07-25 04:05:34,-6.88077483166552,107.45498187727,3.608924,,,2124.2352461251,3.937008,0,5.5559056896,1.28494426684,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.6, -2.7, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
236200,2025-07-25 04:05:34,-6.8807747954755,107.454981965684,3.608924,,,2124.2352461251,3.937008,0,5.5905185516,1.31958337556,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.3, -3.6, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
236300,2025-07-25 04:05:34,-6.88077477153601,107.454981999999,3.608924,,,2124.2352461251,3.937008,0,5.6052495232,1.3347769456,32,5,7.922,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.1, -4.3, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.964,3.959,0,0,0,0,5.924,115.16,2124.2352461251,3.608924,6,P-GPS,
236400,2025-07-25 04:05:34,-6.88077480436859,107.454982076558,3.608924,,,2124.2352461251,3.937008,0,5.6269030672,1.36498363948,32,5,7.911,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.3, -5, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.96,3.954,0,0,0,0,6.316,115.16,2124.2352461251,3.608924,6,P-GPS,"Titik Asal diperbarui (Code: 30800)"
236500,2025-07-25 04:05:34,-6.88077482126559,107.454982084509,3.608924,,,2124.2352461251,3.937008,0,5.6273951932,1.37178810164,32,5,7.911,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.3, -4.4, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.96,3.954,0,0,0,0,6.316,115.16,2124.2352461251,3.608924,6,P-GPS,
236600,2025-07-25 04:05:35,-6.88077486055971,107.454982037217,3.608924,,,2124.2352461251,3.937008,0,5.606299392,1.3941273412,32,5,7.911,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.4, -2.6, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.96,3.954,0,0,0,0,6.316,115.16,2124.2352461251,3.608924,6,P-GPS,
236700,2025-07-25 04:05:35,-6.8807749198442,107.454982035164,3.608924,,,2124.2352461251,3.937008,0,5.5980316752,1.41576776184,32,5,7.911,2124.2352461251,3.608924,0.223694,5.6301510988,0,0,0,246.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,231.5,0,0,84,3.96,3.954,0,0,0,0,6.316,115.16,2124.2352461251,3.608924,6,P-GPS,
